POST_ID,POST_TOPIC_TAGS,POST_CROP_TAGS,POST_TYPE
f2bd56ac-70c3-4b4c-b4aa-5d6a4336e35f,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
a0d90b7b-76bc-49ed-963b-765599223960,"[
  [
    ""animal husbandry""
  ]
]",[],content
8343e7d7-3286-4062-9c03-db58ef72692a,"[
  [
    ""Agriculture News""
  ]
]",[],content
990f3ff8-396e-4066-9588-c77a7e0de5aa,"[
  [
    ""farm machinery""
  ]
]",[],content
7e3b81b4-71e9-40f6-8e62-ebe350e41a1d,"[
  [
    ""animal husbandry""
  ]
]",[],content
b3fc864c-fb7f-4d41-86dd-640c80b0e587,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Sugarcane""
  ]
]",content
4bfc4d23-6a08-4ad2-94f3-cc13592ca858,[],"[
  [
    ""Sugarcane""
  ]
]",infographic
d39b3ca4-c1ad-4d54-8925-946c13bde596,"[
  [
    ""Organic Fertilizer""
  ]
]",[],content
734138ec-4ffa-44cf-8f49-0fd392785083,[],"[
  [
    ""carrot""
  ]
]",content
2a909e94-0b3f-4b4a-bf44-6a8741eacc3d,[],"[
  [
    ""Maithi""
  ]
]",infographic
ba898724-4bf9-47d9-8463-20e0f7295001,"[
  [
    ""quiz""
  ]
]",[],infographic
6460f5fb-63ae-45b9-bb04-9afff4778b40,"[
  [
    ""animal husbandry""
  ]
]",[],content
182bc061-c328-4a90-9cd6-d7fe9e4c0851,[],"[
  [
    ""brinjal""
  ]
]",content
6372c77d-e00f-4e23-99a3-27a1042bf9fd,"[
  [
    ""quiz""
  ]
]",[],infographic
260154cf-e211-4825-a472-f17b821747c5,"[
  [
    ""Agriculture News""
  ]
]",[],content
8bf61113-be1c-4c5c-a87a-9bb7f80be34f,"[
  [
    ""Agriculture News""
  ]
]",[],infographic
29c11840-7759-472a-9ffd-59440b33f254,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""Merigold""
  ]
]",infographic
7c64ab61-e6bb-4212-967b-1af32be6bf27,"[
  [
    ""Agriculture News""
  ]
]",[],video
d1c3efad-1986-4e1e-b2a0-2e2d8e0d1a62,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""bottle gourd""
  ]
]",content
366ecc3d-687d-4107-b56d-679cbec09d92,"[
  [
    ""Fertilizer""
  ]
]","[
  [
    ""potato""
  ]
]",video
592b102b-f66e-4091-a799-2d464a7f231f,"[
  [
    ""Agriculture News""
  ]
]",[],content
25bc0a24-bc73-48e0-9aa4-ca4e7cbe601c,"[
  [
    ""quiz""
  ]
]",[],infographic
de2fed50-22f9-427e-b219-2edf70a9c744,"[
  [
    ""Success Story""
  ]
]",[],content
e24998f3-d14e-425c-9eb4-05fd1bbb7eaa,"[
  [
    ""Krishify""
  ]
]",[],infographic
59ebf76f-ea97-454d-a460-ccb43812408c,"[
  [
    ""Agriculture News""
  ]
]",[],content
34ecbd89-dbaf-438f-bbfc-5288535156c3,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""paddy (rice)""
  ]
]",content
d4fead89-3e2a-420a-9b7b-535c936b7754,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""Gram""
  ]
]",content
7861fa56-e2bd-4037-9f51-f49da3dd95fc,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""Capsicum""
  ]
]",infographic
8d5f16e9-0ab7-47ff-8070-5bc5294aab6d,"[
  [
    ""Krishify""
  ]
]",[],infographic
d49c41a3-ec01-46c8-8a4c-7303b174bb89,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""bottle gourd""
  ]
]",content
0ea4d430-b110-489e-ad16-8fbbc969ee01,"[
  [
    ""seeds""
  ]
]","[
  [
    ""Wheat""
  ]
]",infographic
dd0e6e88-e72e-405d-9b14-16b97321a934,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""Mint""
  ]
]",content
12b5aabe-f73a-46fd-b96d-c0c64f11db4b,"[
  [
    ""farm machinery"",
    ""buy-sell""
  ]
]",[],infographic
315dc6f6-657e-4175-ba0c-646c72576e00,"[
  [
    ""Krishify""
  ]
]",[],infographic
82eee158-c274-4520-82b5-4cd8a233967a,[],"[
  [
    ""paddy (rice)"",
    ""Wheat"",
    ""Mustard""
  ]
]",infographic
9a853720-f530-4849-8e63-d5e99ce1ba59,"[
  [
    ""Mandi Rates""
  ]
]",[],video
ea27a857-28ef-4f09-a29c-b85aef825e6b,"[
  [
    ""seeds""
  ]
]","[
  [
    ""Wheat""
  ]
]",infographic
53ea7f7a-f7d8-4c20-9615-75b9eeceacfa,"[
  [
    ""goat farming""
  ]
]",[],content
70fb5545-724f-4f7a-80d1-d4748b2972e1,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""paddy (rice)""
  ]
]",content
7b3c8109-64b6-4fdb-bb0b-534761a1da36,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""bottle gourd""
  ]
]",content
410491e6-4887-442d-bb0b-b79c91c23950,"[
  [
    ""Mandi Rates""
  ]
]",[],video
74249486-8071-44bd-a8d6-7655da86525d,[],"[
  [
    ""Maithi""
  ]
]",content
2279acc7-b17b-49e1-a67a-09d679df4ca4,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Radish""
  ]
]",content
54659931-812d-4f0f-af45-37b83305f04e,"[
  [
    ""Agriculture News""
  ]
]",[],video
859ee2f9-e352-4d71-9942-202fa48ef932,"[
  [
    ""animal husbandry"",
    ""discussion""
  ]
]",[],content
143a6847-216b-4deb-811a-fa42152230e8,"[
  [
    ""Agriculture News""
  ]
]",[],content
6f1ffe1a-ef84-4e7e-9679-709ae3e07370,"[
  [
    ""quiz""
  ]
]",[],infographic
a81175f3-bfcc-493c-b68a-d60e40e1f938,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""brinjal""
  ]
]",content
c0a8725e-d0d9-4a2c-a25a-359f00e0cc34,"[
  [
    ""Mandi Rates""
  ]
]",[],video
b0b47964-25ee-4184-8f44-9da2a872c1be,"[
  [
    ""Mandi Rates""
  ]
]",[],video
4cc9fbc3-8aeb-4acf-ae5e-39b2f401571a,[],"[
  [
    ""chilli""
  ]
]",infographic
846056cb-6243-4c20-8a45-7c09e0d71e4b,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""lady finger (okra)""
  ]
]",content
8471ae4c-f8f9-48ca-926d-e3aed8b73261,"[
  [
    ""Agriculture News""
  ]
]",[],video
4939c4c9-8adf-4398-bfcd-bbdaec190352,"[
  [
    ""Agriculture News""
  ]
]",[],content
030dffa4-51ba-4de8-9a66-25e88f3e3d2d,"[
  [
    ""seeds"",
    ""buy-sell""
  ]
]",[],infographic
92cf4f95-8e16-4a9b-a04b-c5c5ec07ae45,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""paddy (rice)""
  ]
]",content
6a4a8aba-9163-4ece-a8f5-61d3c3b6fb37,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
3bd7cfd8-544d-4908-a45f-b5282101bd4b,"[
  [
    ""farm machinery""
  ]
]",[],infographic
7495c6d3-e737-48bc-8f2a-5d9961e2db98,"[
  [
    ""buy-sell""
  ]
]","[
  [
    ""onion""
  ]
]",infographic
44162b87-d5e7-4071-af1f-8c77b65050e1,[],"[
  [
    ""tomato""
  ]
]",content
aa1c05ab-8a6f-4ff2-97ac-3854dad74914,"[
  [
    ""subsidy"",
    ""Government Schemes""
  ]
]",[],infographic
bd630b1e-8e96-4589-8cd5-a1b3ab12340d,[],"[
  [
    ""Wheat""
  ]
]",content
4d719f03-4969-48b7-8b90-c41338053b38,"[
  [
    ""Agriculture News""
  ]
]",[],video
9068453a-bb78-4c5f-81f4-fe4b48d91b34,"[
  [
    ""Mandi Rates""
  ]
]",[],video
92a6a9c5-bfef-4386-b672-6186688eeaf5,"[
  [
    ""Success Story""
  ]
]",[],content
c145b192-ad64-4a17-b181-b4fe0ae434fb,"[
  [
    ""poultry farming""
  ]
]",[],infographic
6b7d24a2-175f-45be-aec3-6bbb0405caaf,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""cauliflower""
  ]
]",video
ea82b7e4-0463-40a0-b63b-3c4041d67c41,"[
  [
    ""Success Story""
  ]
]",[],content
8b4a2262-e92e-4c00-a273-4f866d15240a,"[
  [
    ""animal husbandry""
  ]
]","[
  [
    ""Ajola""
  ]
]",content
e909e07b-81f9-4355-bffd-410dddaa4b90,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""soyabean""
  ]
]",content
1e318087-9a76-4ff4-9373-a33d7d674617,"[
  [
    ""quiz""
  ]
]","[
  [
    ""Rijka""
  ]
]",infographic
39e57bee-807c-4f4d-8e8f-75b7311f0ac2,"[
  [
    ""Fertilizer""
  ]
]","[
  [
    ""bottle gourd""
  ]
]",infographic
055dfe9b-5550-45c2-b6a6-03cb6c18d2f4,"[
  [
    ""subsidy"",
    ""Agriculture News""
  ]
]",[],content
62f1f5f9-dccb-4f8a-b9dd-0b7582d401ca,"[
  [
    ""Agriculture News""
  ]
]",[],content
77d37a9c-2af1-476c-95e0-efc2c18646d6,[],"[
  [
    ""Gram""
  ]
]",content
0120733c-4594-466d-8ad2-402c4342d95d,"[
  [
    ""Agriculture News""
  ]
]",[],content
b27b9e86-fd8c-433a-a789-463e30720777,"[
  [
    ""Agriculture News""
  ]
]",[],content
087cdb25-8475-45a7-8b10-216ee4327e65,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""Maize""
  ]
]",content
e2d0d0e8-6636-416d-b2a7-dec579513e7d,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""Maize""
  ]
]",content
a8166a53-3c93-4bb1-9ad9-391020aab255,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Gram""
  ]
]",content
ddd4c369-5a4a-4cd5-9ef5-c6ec0c2c0cd0,"[
  [
    ""Fertilizer"",
    ""Organic Fertilizer""
  ]
]",[],infographic
e3319e1f-3622-4c39-9156-99c170a298da,"[
  [
    ""Agriculture News"",
    ""Government Schemes""
  ]
]",[],content
ec4f78ba-5159-4da6-b206-734927cb2d8f,"[
  [
    ""Crop Storage""
  ]
]","[
  [
    ""Garlic""
  ]
]",content
4530f4a9-cacf-4358-b30c-edf07bd7405f,"[
  [
    ""New Farming Techniques""
  ]
]",[],video
11077952-9431-4b48-86e6-26a73382bd06,"[
  [
    ""Mandi Rates""
  ]
]",[],video
505db8a9-e7ea-4712-ade9-bb1a855f1d50,"[
  [
    ""Agriculture News""
  ]
]",[],content
316623e0-5684-4d5c-adda-8d2dcdaeaaf9,"[
  [
    ""Piggery""
  ]
]",[],content
28998575-6fd0-42b4-917b-0e07a8779fd0,"[
  [
    ""goat farming""
  ]
]",[],content
b360edb8-8adc-46e6-9f62-fd221e016685,"[
  [
    ""Fertilizer""
  ]
]",[],content
29490265-9152-4a93-9aa6-76a98196bb90,"[
  [
    ""buy-sell"",
    ""seeds""
  ]
]","[
  [
    ""cauliflower""
  ]
]",infographic
0dedfa4c-5188-462a-a37d-6f18fe9c9708,"[
  [
    ""Agriculture News""
  ]
]",[],content
9569ee59-5086-4377-9742-4cb1f24184ca,"[
  [
    ""animal husbandry""
  ]
]",[],content
992b95ab-7d9c-462f-9abd-5d6558cdc68f,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
87234820-4713-441a-9841-988370ee7087,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Gram""
  ]
]",content
63c919c8-a21f-49a2-a8fe-7dd898fe0b6f,"[
  [
    ""buy-sell"",
    ""seeds""
  ]
]","[
  [
    ""tomato""
  ]
]",infographic
4539c448-900a-447e-9aa3-8d78cce9c49f,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""cauliflower""
  ]
]",infographic
a297d909-0288-470d-aa0c-7148f3596587,"[
  [
    ""seeds""
  ]
]","[
  [
    ""Wheat""
  ]
]",content
85635946-10bd-49f3-b041-ad3af9d14642,"[
  [
    ""Success Story""
  ]
]",[],content
d289dc98-4f44-433c-aa57-9ed282113c5a,"[
  [
    ""Agriculture News""
  ]
]",[],video
f073f1e3-c971-4d52-8929-99a983beeada,"[
  [
    ""Agriculture News""
  ]
]",[],video
cf75d39a-f07f-456b-8003-19e92badf258,"[
  [
    ""Krishify""
  ]
]","[
  [
    ""Opium""
  ]
]",video
02a9e698-c75a-4b04-a8e3-c9eaf5d56c16,"[
  [
    ""discussion""
  ]
]",[],content
a7a1bf29-b1c2-4e89-8538-e7f553dc378c,"[
  [
    ""Mandi Rates"",
    ""buy-sell""
  ]
]","[
  [
    ""water melon""
  ]
]",video
99137db5-ecba-4daf-99de-7c38bbad6119,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""toor daal""
  ]
]",content
429dbd8a-4742-435c-b327-a253c21ea498,[],"[
  [
    ""Tinda""
  ]
]",content
553e5ab3-9888-459d-9d20-c9e0960f6be4,"[
  [
    ""seeds""
  ]
]","[
  [
    ""Wheat""
  ]
]",infographic
092f9c17-9eae-465e-b891-2f847f82e57f,"[
  [
    ""Agriculture News""
  ]
]",[],content
646268c6-3082-4932-8150-a5cd94653867,"[
  [
    ""Agriculture News""
  ]
]",[],content
26248b96-0fbd-447f-a584-ad6490d2c1d7,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""Opium""
  ]
]",content
3fcfc3e9-8563-4f02-b976-56ce27dc234b,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""Sugarcane""
  ]
]",infographic
c32f46d2-cc4a-4490-a9cd-302607346f86,"[
  [
    ""quiz""
  ]
]",[],infographic
e70014af-669e-41ce-ab2a-bcb2b4c4fefb,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""brinjal""
  ]
]",content
6d376854-b7f4-4303-a9cd-bb23ca42371c,"[
  [
    ""Agriculture News""
  ]
]",[],content
f7da6280-c890-4f82-9e88-cf0863f2bc3a,"[
  [
    ""subsidy"",
    ""Agriculture News""
  ]
]",[],content
80e03042-45ab-4a4e-826e-2c69b0b8ee28,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""potato""
  ]
]",infographic
4ec3ef51-a365-4f70-bd3b-e267e9c4a6b3,"[
  [
    ""Success Story""
  ]
]","[
  [
    ""paddy (rice)""
  ]
]",content
6b3eb967-1b84-473a-9e2b-4fe0601f9a25,[],"[
  [
    ""Kivi""
  ]
]",content
278bc3bc-e503-4f1f-afa1-a9a56289d6ab,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
f1e321b9-f187-4b77-90e9-00c204ea8763,"[
  [
    ""Agriculture News""
  ]
]",[],content
74abb495-31d9-4373-a6b0-4d50a58edcc9,"[
  [
    ""quiz""
  ]
]",[],infographic
dae4ac90-06d0-46f0-99c7-c2b1f7c7d247,"[
  [
    ""Mandi Rates""
  ]
]",[],video
48606481-db8b-4883-ae00-06182a2fb6d9,"[
  [
    ""Government Schemes""
  ]
]",[],content
9d93cc17-c8c6-4b74-8455-1451184cc13c,"[
  [
    ""Agriculture News""
  ]
]",[],content
2735c446-f99e-4936-889d-ed2e476dce5f,"[
  [
    ""Agriculture News""
  ]
]",[],content
f31c6aac-cb2b-47fb-8d7b-0cfc966eef78,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""Wheat""
  ]
]",video
f22e1f48-018e-44d7-9af6-997800c92732,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""Coriander""
  ]
]",infographic
fa165821-2ed8-4d38-9363-5df24801b0cd,"[
  [
    ""farm machinery""
  ]
]",[],video
46931c80-557e-4772-bc83-e78a8a122a46,"[
  [
    ""Agriculture News""
  ]
]",[],content
40bea69e-133a-4a53-9e10-e7dd5875ca57,[],"[
  [
    ""Castor""
  ]
]",content
5d6021e3-09cd-4110-9bf9-f7a584ccd4e1,"[
  [
    ""Agriculture News""
  ]
]",[],content
6a67880b-a9a6-4ab2-8662-8cf3fb6bc5cf,"[
  [
    ""animal husbandry""
  ]
]",[],content
c36c376d-ef9b-4d66-8119-83b20cfac33e,"[
  [
    ""Fertilizer""
  ]
]","[
  [
    ""lady finger (okra)""
  ]
]",content
86b8d04a-834e-4548-820a-bd1bf6543f43,[],"[
  [
    ""cauliflower""
  ]
]",content
4fda16db-a588-4639-97e0-db0d78c5d51b,"[
  [
    ""animal husbandry""
  ]
]",[],content
5699b9b4-14af-4673-affe-95cd902aaac0,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""onion""
  ]
]",content
4904e28f-dee7-4ca3-ba41-8f222bedf2e9,"[
  [
    ""fish farming"",
    ""Agriculture News""
  ]
]",[],content
82d3712c-3e67-447a-980a-17c56ebfe577,"[
  [
    ""seeds""
  ]
]","[
  [
    ""Wheat""
  ]
]",infographic
2362fc71-b915-47d2-b969-dcf77fef1dc8,"[
  [
    ""goat farming""
  ]
]",[],content
a393406b-2965-48f4-8137-d99eaf8f7490,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""cotton""
  ]
]",content
624b13e7-6fdf-476d-bcac-e823c3adf90d,"[
  [
    ""poultry farming""
  ]
]",[],content
c25c3857-1e99-453e-9db4-472fe4c91398,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""paddy (rice)""
  ]
]",content
dea7c14a-aa01-4c84-b2fa-0d1f08b05ba7,"[
  [
    ""Agriculture News""
  ]
]",[],video
22a47c26-1221-4893-8520-c3f6626e36ae,"[
  [
    ""quiz""
  ]
]",[],infographic
6f047088-5182-4576-94e2-b835854794ce,"[
  [
    ""Agriculture News"",
    ""Government Schemes""
  ]
]",[],content
a6a0fd7c-ff89-4832-92b5-ac05ed264358,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Mustard""
  ]
]",content
d5503d9b-72c6-47fe-8c86-1233e8ceb7ac,"[
  [
    ""Agriculture News""
  ]
]",[],content
cf34baac-7ff9-4dc3-87c8-da37d212d9c8,"[
  [
    ""Agriculture News""
  ]
]",[],content
954ee626-1845-4c0f-9388-a19966d9dc9a,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""brinjal""
  ]
]",content
d3ac2c9d-2e77-41d5-a352-0c9d51f2be45,"[
  [
    ""Government Schemes""
  ]
]",[],video
f6ce4cdb-b6e3-45c8-a161-75ed9f3abed9,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""onion""
  ]
]",content
fc2705b1-0b02-437c-bf9b-b5199cbf99cc,[],"[
  [
    ""potato""
  ]
]",content
5ae2d9d7-568a-47e7-b521-8358997f216a,[],"[
  [
    ""cotton""
  ]
]",content
bb2e921e-19fd-4242-9c62-b1332e840b7a,"[
  [
    ""Agriculture News""
  ]
]",[],video
ec939840-3b0c-467a-8d29-234c07a7f8ce,"[
  [
    ""quiz""
  ]
]",[],infographic
f89c774e-a200-475d-8b22-44faaec40bd5,"[
  [
    ""Fertilizer""
  ]
]","[
  [
    ""Gram""
  ]
]",content
741976bc-752b-45ae-9db3-9fac604f2497,"[
  [
    ""Bee Keeping""
  ]
]",[],infographic
5c31dbb2-79c1-4ee2-9a35-e0b6318e080f,[],"[
  [
    ""brockely""
  ]
]",content
4660e007-7ac8-44aa-8b09-af9b0c7e5d89,"[
  [
    ""seeds""
  ]
]","[
  [
    ""Wheat""
  ]
]",infographic
3e6270b9-4911-49c7-8fea-74ae69bdaf42,[],"[
  [
    ""cumin""
  ]
]",video
4d3551cb-7084-4d07-8f19-5138b6bd1e57,"[
  [
    ""Krishify""
  ]
]",[],infographic
a164036d-401d-413b-a6bc-dcf5ccc11a96,[],"[
  [
    ""Sunflower""
  ]
]",infographic
fa101489-924f-4e2c-8ce2-6d5b52c58e43,"[
  [
    ""Agriculture News""
  ]
]",[],content
bbd89bef-7df4-4457-8949-e8fa07bd8085,"[
  [
    ""Agriculture News""
  ]
]",[],content
42427266-1ffb-44fe-aea6-5a78742d5f02,"[
  [
    ""Agriculture News""
  ]
]",[],content
d5ecdcd9-f062-4e2e-a89c-dfee938f0218,"[
  [
    ""Agriculture News""
  ]
]",[],content
dc93a08e-801a-4775-a42e-2e2f7f5e7ec8,"[
  [
    ""goat farming""
  ]
]",[],infographic
29fc9724-d485-40a9-99e4-723d1435d0d5,"[
  [
    ""Agriculture News""
  ]
]",[],content
bc459ec3-8bfb-43e1-b454-414187c15869,"[
  [
    ""Agriculture News""
  ]
]",[],content
87e9707f-4297-457a-bc0f-5a5e2eab50d1,"[
  [
    ""subsidy"",
    ""Agriculture News""
  ]
]",[],content
5af5fe76-f889-436d-bc0a-fcb0ad4ba470,"[
  [
    ""Agriculture News""
  ]
]",[],content
e8391da6-2b6b-4cab-b8da-71de53daaf91,"[
  [
    ""animal husbandry""
  ]
]",[],content
4e97b385-7042-4346-971c-ab166d3260c7,"[
  [
    ""Mandi Rates""
  ]
]",[],video
7761bea5-4b14-4448-9790-251ea86220b3,"[
  [
    ""Mandi Rates""
  ]
]",[],video
8398cb67-e945-4cef-bdc7-68aaebe66faf,"[
  [
    ""quiz""
  ]
]",[],infographic
8f15b241-4a89-404c-961a-841c33e32c4b,"[
  [
    ""buy-sell""
  ]
]","[
  [
    ""Mustard""
  ]
]",infographic
d4ba5c41-aacf-4952-bce3-75df58564e87,[],"[
  [
    ""potato""
  ]
]",content
05cd5676-b052-4201-8e5d-67a9ff4df04f,"[
  [
    ""Success Story""
  ]
]",[],content
5a3a7b8c-3ec9-44b0-b6d0-fb1e9794012f,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
cfd2a9cb-3358-4fc3-b660-7ccb5b4806a6,"[
  [
    ""quiz""
  ]
]",[],infographic
09f3e6d4-127a-4e55-9801-66e39c1b744d,[],"[
  [
    ""Moringa""
  ]
]",content
4ea790cb-231a-4622-9a17-cb33cd237e70,"[
  [
    ""Mandi Rates""
  ]
]",[],video
bdbb98cd-8748-481c-b4e0-0c78c108cc2e,"[
  [
    ""Piggery""
  ]
]",[],content
47cee300-a66c-44bc-bdf5-98ea16854ae0,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""soyabean""
  ]
]",infographic
cb566c14-ce08-4c39-9322-10f5bd83f097,"[
  [
    ""Agriculture News""
  ]
]",[],content
2199b837-8649-4063-aabe-124d1579287c,"[
  [
    ""Agriculture News""
  ]
]",[],content
9f1c836b-0366-489d-8bc2-3e2adbe9c7e4,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""cotton""
  ]
]",content
39346994-b364-48a6-a2e4-6ade6423196a,"[
  [
    ""quiz""
  ]
]",[],infographic
74515665-0224-4291-8346-e6543d448f2a,[],"[
  [
    ""Garlic""
  ]
]",content
c018d1ad-5d56-4a27-8c80-a0aac2f28cc2,"[
  [
    ""Agriculture News""
  ]
]",[],video
9489c7db-9dc2-471a-85e6-7d7d7dac01a3,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""water melon""
  ]
]",video
deb87c64-046b-4a6d-8853-c27738108a63,[],"[
  [
    ""Mustard""
  ]
]",content
9a01e365-5c3d-411d-baac-8bfc062763c5,"[
  [
    ""poultry farming""
  ]
]",[],infographic
488d5baf-3c0c-45cf-b519-beb074f8c093,"[
  [
    ""Agriculture News""
  ]
]",[],content
6ffa3bd9-83be-405e-a3bc-c6e8a1d17765,"[
  [
    ""quiz""
  ]
]",[],infographic
0fccfd1d-d109-4309-bcc0-f69be56ed474,"[
  [
    ""weed management""
  ]
]","[
  [
    ""onion""
  ]
]",content
3687e988-5262-4672-b1e2-bcddb2726fd7,"[
  [
    ""animal husbandry""
  ]
]",[],content
d2d9243e-9552-49e8-9ccf-80071c3971ce,"[
  [
    ""Agriculture News""
  ]
]",[],content
fb11f2a4-d0ab-4833-ae31-ce2c5af11e67,[],"[
  [
    ""Gram""
  ]
]",content
84980046-6dfc-4e09-90ee-9f4416cb7315,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Pea""
  ]
]",content
c890f052-0971-409a-b2e9-c943494d9d19,[],"[
  [
    ""tomato""
  ]
]",infographic
235bb2d9-876e-4ce8-b1dc-507a19131798,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""onion""
  ]
]",content
40b36c44-3fec-4483-a5b3-1ce4a4a3137e,"[
  [
    ""Agriculture News""
  ]
]",[],content
446b2554-3da8-4441-a88b-759ea99b5477,[],"[
  [
    ""onion""
  ]
]",infographic
0257f0b3-2618-4b91-8980-082da893315e,"[
  [
    ""seeds""
  ]
]","[
  [
    ""tomato""
  ]
]",content
f80c0ae9-6462-4c21-8f65-4f1a05ea9236,"[
  [
    ""Organic Farming"",
    ""Organic Fertilizer""
  ]
]",[],video
b245ce9b-0be4-48eb-9264-dada6f684ad8,"[
  [
    ""Fertilizer""
  ]
]","[
  [
    ""ridge gourd""
  ]
]",infographic
192a04f4-7f67-4a7e-8d8f-b8006735205d,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""potato""
  ]
]",content
eda08f04-59a3-4901-82f3-69b20b95e844,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""tomato""
  ]
]",infographic
d3135647-27a7-4714-8329-af7ba1469fda,"[
  [
    ""Agriculture News""
  ]
]",[],infographic
c44e85a7-0d28-4c32-a132-ed970ca8736c,"[
  [
    ""Government Schemes""
  ]
]",[],infographic
1cdd5718-a535-40d1-a154-344dd6299380,"[
  [
    ""goat farming""
  ]
]",[],infographic
4d7bcf54-900a-4dfd-a8f9-96ac0f0c24c8,"[
  [
    ""poultry farming""
  ]
]",[],content
2e01dbb9-fe51-4d9f-be31-9fbd6d429893,"[
  [
    ""Agriculture News""
  ]
]",[],content
118c85d8-0968-4cf0-a73c-b2fe16262551,[],"[
  [
    ""Fava Bean""
  ]
]",content
a415b258-6525-449f-9747-397357a830be,"[
  [
    ""Success Story""
  ]
]",[],content
6429db60-b3d1-4dd9-8338-dec1d12f78fb,"[
  [
    ""Agriculture News""
  ]
]",[],video
6d338420-c639-45ba-8cd8-aba3a343f80b,[],"[
  [
    ""Saffron""
  ]
]",infographic
3d83b8b3-eb66-4208-b6e4-46675c9c297d,"[
  [
    ""Mandi Rates""
  ]
]",[],video
01b54ef9-e74c-40bd-85eb-ee4b7e1c6c7d,"[
  [
    ""Fertilizer""
  ]
]","[
  [
    ""tomato""
  ]
]",infographic
c70928af-5336-4254-9831-64606ba16945,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Sugarcane""
  ]
]",infographic
480fdb21-4c62-4f49-b090-0c337a60663f,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""peanut""
  ]
]",content
fd0ac92a-159e-49b7-9709-3ec4d13dd724,"[
  [
    ""Agriculture News""
  ]
]",[],content
c312211f-81fb-4075-a6f3-0ad589ce89de,"[
  [
    ""Agriculture News""
  ]
]",[],content
28aa4a38-85d2-46a9-bec8-946ead90022c,[],"[
  [
    ""paddy (rice)""
  ]
]",infographic
efc1a3f3-3da6-46dc-8170-bec63a5040aa,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
f0c1ff27-6670-4ab7-831c-487d12b36cfd,"[
  [
    ""Government Schemes"",
    ""Agriculture News""
  ]
]",[],content
3fef9783-bbce-4d5f-a4a2-58057550bf41,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""potato""
  ]
]",infographic
657a8215-5a59-4123-b591-974d449fec6d,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""peanut""
  ]
]",infographic
0670b305-27ea-4616-b43f-133f698ccc39,"[
  [
    ""buy-sell""
  ]
]","[
  [
    ""Maize""
  ]
]",infographic
44d4d512-2b49-4960-b5b6-ca2389516876,[],"[
  [
    ""Parval""
  ]
]",video
c0e65a16-0eee-4ce4-a42f-f28ac7cd27b7,"[
  [
    ""animal husbandry""
  ]
]",[],content
df123d8e-642a-43c6-bbda-783d29672643,"[
  [
    ""quiz""
  ]
]",[],infographic
