USER_ID,USER_STATE,USER_DISTRICT,FOLLOWED_CROP_LIST,FOLLOWED_TOPIC_LIST
299f72d6-30fa-498a-b61a-5f3c3e5ff35d,मध्य प्रदेश,गुना,"[
  ""Saffron"",
  ""cauliflower"",
  ""Tulsi"",
  ""Mustard"",
  ""cumin"",
  ""Maithi"",
  ""Rose"",
  ""chilli"",
  ""Apple"",
  ""Tinda"",
  ""Spinach"",
  ""Lemon"",
  ""Ajola"",
  ""Arbi"",
  ""jack fruit"",
  ""Maize"",
  ""moong"",
  ""Oat"",
  ""Merigold"",
  ""Orange"",
  ""Coriander"",
  ""Kalonji"",
  ""Capsicum"",
  ""Castor"",
  ""Tobacco"",
  ""Sugarcane"",
  ""Opium"",
  ""Papaya"",
  ""cotton"",
  ""Pumpkin"",
  ""peanut"",
  ""फ्लैक्स सीड Linseed [Flax seed]"",
  ""coffee"",
  ""Ber"",
  ""sugar beets"",
  ""Turmeric"",
  ""Barbati"",
  ""Til"",
  ""mango"",
  ""Sweet Potato"",
  ""Beans"",
  ""Cucumber"",
  ""sorghum"",
  ""Karela"",
  ""lemongrass"",
  ""Rajnigandha"",
  ""Radish"",
  ""potato"",
  ""Grapes"",
  ""muskmelon"",
  ""Masoor Dal"",
  ""paddy (rice)"",
  ""Straberi"",
  ""Gram"",
  ""Litchi"",
  ""Plantago ovata"",
  ""bottle gourd"",
  ""Stevia"",
  ""Guava"",
  ""Parval"",
  ""Gooseberry"",
  ""carrot"",
  ""Safed Musli"",
  ""Moringa"",
  ""Rijka"",
  ""lady finger (okra)"",
  ""onion"",
  ""Fig"",
  ""Mushroom"",
  ""Fennel"",
  ""Garlic"",
  ""brockely"",
  ""Barseem"",
  ""Pineapple"",
  ""cabbage"",
  ""Kidney Bins"",
  ""Sunflower"",
  ""black gram"",
  ""brinjal"",
  ""toor daal"",
  ""Wheat"",
  ""water melon"",
  ""Barley"",
  ""Lobia"",
  ""soyabean"",
  ""ridge gourd"",
  ""tomato"",
  ""Fava Bean"",
  ""Ginger"",
  ""Banana"",
  ""Gladiolus"",
  ""Kivi"",
  ""Anaar"",
  ""Gwar"",
  ""Satavar"",
  ""Alovera"",
  ""Mint"",
  ""beans"",
  ""Turnip"",
  ""Pea"",
  ""Millet"",
  ""Paan""
]","[
  ""Government Schemes"",
  ""buy-sell"",
  ""Weather Report"",
  ""lockdown"",
  ""Mandi Rates"",
  ""discussion"",
  ""Bee Keeping"",
  ""Hydroponic"",
  ""New Farming Techniques"",
  ""Success Story"",
  ""quiz"",
  ""goat farming"",
  ""Today Tips"",
  ""Agriculture News"",
  ""Poly House"",
  ""Organic Fertilizer"",
  ""subsidy on seed"",
  ""weed management"",
  ""Krishify"",
  ""Piggery"",
  ""irrigation"",
  ""Tractor"",
  ""Drip Irrigation"",
  ""Disease"",
  ""farm machinery"",
  ""horticulture"",
  ""subsidy"",
  ""Fasal Protection"",
  ""dairy farming"",
  ""Animal Feed"",
  ""Fertilizer"",
  ""Agro Chemical"",
  ""Organic Farming"",
  ""Crop Storage"",
  ""fish farming"",
  ""seeds"",
  ""poultry farming"",
  ""animal protection"",
  ""animal husbandry""
]"
29a16533-fa79-48b9-8318-494fa490a8d9,राजस्थान,अलवर,"[
  ""carrot""
]",
29a4517a-3426-465a-a877-e9d52853b713,उत्तर प्रदेश,Etah,"[
  ""Mustard""
]","[
  ""fish farming""
]"
29ac3a4d-3147-4f56-9c4a-afd7b7c79cae,दादरा और नगर हवेली,सिलवास,"[
  ""Pumpkin"",
  ""Armenian cucumber"",
  ""Barley"",
  ""Parval"",
  ""Jimikand"",
  ""potato"",
  ""Orange"",
  ""moong"",
  ""muskmelon"",
  ""Cucumber"",
  ""Moringa"",
  ""Gram"",
  ""water melon"",
  ""Karela"",
  ""Straberi"",
  ""mango"",
  ""black gram"",
  ""Kivi"",
  ""Wheat"",
  ""sugar beets""
]",
29b6ec18-2ad3-4de4-805a-5f9fe539392b,मध्य प्रदेश,अशोक नगर,"[
  ""Wheat"",
  ""chilli"",
  ""paddy (rice)""
]",
29bf896d-dcc7-4b45-a731-019230b79e49,उत्तर प्रदेश,बरेली,"[
  ""Pea"",
  ""tomato"",
  ""cauliflower"",
  ""paddy (rice)"",
  ""cumin"",
  ""Radish"",
  ""Arbi"",
  ""chilli"",
  ""Coriander"",
  ""potato"",
  ""Maithi"",
  ""Papaya"",
  ""onion"",
  ""peanut"",
  ""brinjal"",
  ""cabbage"",
  ""Alovera"",
  ""Cucumber"",
  ""sugar beets"",
  ""Opium"",
  ""brockely""
]",
29c1c3a3-caad-4fa9-9304-4999a6dce8be,उत्तर प्रदेश,अलीगढ़,"[
  ""black gram"",
  ""moong""
]","[
  ""weed management"",
  ""Agro Chemical""
]"
29c55fb7-7d51-497c-b6ee-1018b5f32186,उत्तर प्रदेश,Sitapur,"[
  ""Rose""
]","[
  ""Weather Report"",
  ""Agro Chemical"",
  ""New Farming Techniques"",
  ""Organic Fertilizer"",
  ""Fertilizer"",
  ""Mandi Rates"",
  ""Government Schemes"",
  ""subsidy"",
  ""Today Tips"",
  ""buy-sell"",
  ""Organic Farming"",
  ""irrigation"",
  ""farm machinery""
]"
29d386ab-d21c-4bd0-9ab4-db2288556246,मध्य प्रदेश,आगर मालवा,"[
  ""Orange"",
  ""Garlic"",
  ""soyabean"",
  ""onion"",
  ""Wheat""
]","[
  ""seeds""
]"
29d66f18-729d-4105-b859-0318d84485d6,राजस्थान,Dausa,"[
  ""Wheat"",
  ""Oat"",
  ""Barley"",
  ""paddy (rice)"",
  ""Millet"",
  ""Wheat"",
  ""Maize""
]","[
  ""Agro Chemical"",
  ""Fertilizer"",
  ""Drip Irrigation""
]"
29e06719-13d3-44ab-8061-ee4ca6462e0a,मध्य प्रदेश,अशोक नगर,"[
  ""Mustard"",
  ""soyabean""
]",
29e2b55c-7a70-4378-a3be-84f456ea1ec5,उत्तर प्रदेश,झाँसी,"[
  ""jack fruit""
]","[
  ""Tractor"",
  ""animal husbandry"",
  ""New Farming Techniques""
]"
4faebc35-663a-467f-9caf-9daec150ef48,बिहार,सारन,"[
  ""Opium""
]",
4fb67354-0dea-4095-ad0b-2470ec50c9c4,राजस्थान,Churu,"[
  ""Plantago ovata"",
  ""cotton""
]",
afd5945d-dd91-4938-875c-79094a1f5707,बिहार,खगड़िया,"[
  ""Maize"",
  ""Wheat"",
  ""mango"",
  ""paddy (rice)"",
  ""lady finger (okra)""
]",
afe5ba26-6f63-4698-af45-7cd9cd4fddac,उत्तर प्रदेश,आगरा,"[
  ""Apple"",
  ""tomato"",
  ""water melon""
]",
aff4a7d2-958b-480d-b0ad-913d98c07f08,उत्तर प्रदेश,Hardoi,"[
  ""water melon"",
  ""black gram"",
  ""potato"",
  ""paddy (rice)"",
  ""Wheat"",
  ""Gram""
]","[
  ""weed management"",
  ""Weather Report"",
  ""Hydroponic"",
  ""Fertilizer"",
  ""quiz"",
  ""Organic Farming"",
  ""Krishify"",
  ""Drip Irrigation"",
  ""irrigation"",
  ""goat farming"",
  ""Government Schemes"",
  ""Fasal Protection"",
  ""subsidy"",
  ""Agriculture News"",
  ""farm machinery"",
  ""animal husbandry"",
  ""Poly House"",
  ""fish farming"",
  ""Crop Storage"",
  ""subsidy on seed"",
  ""horticulture"",
  ""Disease"",
  ""Organic Fertilizer"",
  ""New Farming Techniques"",
  ""dairy farming"",
  ""Mandi Rates"",
  ""Agri-Business"",
  ""buy-sell"",
  ""seeds""
]"
b00b3651-80c0-4835-8837-13f1a16e5338,बिहार,अररिया,"[
  ""Turnip"",
  ""Sunflower"",
  ""Garlic"",
  ""Turmeric"",
  ""Maize"",
  ""moong"",
  ""Banana"",
  ""Paan"",
  ""Fennel"",
  ""cumin"",
  ""Radish"",
  ""bottle gourd"",
  ""Kidney Bins"",
  ""mango"",
  ""cauliflower"",
  ""Sugarcane"",
  ""Papaya"",
  ""Tulsi"",
  ""cabbage"",
  ""paddy (rice)"",
  ""Mustard"",
  ""Lemon"",
  ""Merigold"",
  ""Tobacco"",
  ""Beans"",
  ""beans"",
  ""tomato"",
  ""onion"",
  ""Barseem"",
  ""Pea"",
  ""sugar beets"",
  ""sorghum"",
  ""brinjal"",
  ""Barbati"",
  ""Til"",
  ""Cucumber"",
  ""Oat"",
  ""lady finger (okra)"",
  ""jack fruit"",
  ""Mushroom"",
  ""Wheat"",
  ""Coriander"",
  ""Karela"",
  ""soyabean"",
  ""chilli"",
  ""Masoor Dal"",
  ""toor daal"",
  ""Pumpkin"",
  ""Litchi"",
  ""Gladiolus"",
  ""Orange"",
  ""Gram"",
  ""Tinda"",
  ""Alovera"",
  ""muskmelon"",
  ""Spinach"",
  ""water melon"",
  ""Gwar"",
  ""potato"",
  ""ridge gourd"",
  ""coffee"",
  ""Parval"",
  ""Barley"",
  ""carrot"",
  ""Capsicum""
]","[
  ""quiz"",
  ""Hydroponic"",
  ""animal husbandry"",
  ""Government Schemes"",
  ""poultry farming"",
  ""Weather Report"",
  ""Agri-Business"",
  ""Fertilizer"",
  ""New Farming Techniques"",
  ""Mandi Rates"",
  ""Crop Storage"",
  ""farm machinery"",
  ""Fasal Protection"",
  ""lockdown"",
  ""fish farming"",
  ""subsidy"",
  ""weed management"",
  ""irrigation"",
  ""Krishify"",
  ""Today Tips"",
  ""Disease"",
  ""horticulture"",
  ""buy-sell"",
  ""seeds"",
  ""Bee Keeping"",
  ""subsidy on seed"",
  ""Agriculture News"",
  ""Success Story""
]"
e8149c50-a7a1-4af6-b290-7b8c2a6d5bac,महाराष्ट्र,Buldhana,"[
  ""toor daal"",
  ""Ginger""
]","[
  ""Krishify"",
  ""Weather Report"",
  ""Tractor""
]"
e8196b6e-8276-4588-ad2a-010f8892d4e3,उत्तर प्रदेश,Hamirpur,"[
  ""Radish"",
  ""lemongrass""
]","[
  ""subsidy""
]"
e81bfe26-0fbd-439a-97c7-65d6ab1b4bfb,मध्य प्रदेश,टीकमगढ़,"[
  ""soyabean""
]",
e8211189-3fe0-47f4-8055-8b0b44e667fc,बिहार,पूर्णियाँ,"[
  ""lady finger (okra)""
]","[
  ""weed management""
]"
e8019861-5790-4ecd-b9ef-0d51cc087140,उत्तर प्रदेश,मऊ जिला,"[
  ""paddy (rice)"",
  ""Tulsi"",
  ""potato"",
  ""Wheat"",
  ""Garlic"",
  ""Turmeric"",
  ""Tobacco"",
  ""chilli""
]",
e816d5dc-fb64-4c59-9bfc-75400aa493ae,बिहार,बेगूसराय,"[
  ""Masoor Dal"",
  ""paddy (rice)"",
  ""chilli"",
  ""Coriander"",
  ""Til"",
  ""brinjal"",
  ""toor daal"",
  ""soyabean"",
  ""Wheat"",
  ""Maize"",
  ""Garlic"",
  ""Mustard"",
  ""Turmeric"",
  ""Rose"",
  ""potato""
]","[
  ""seeds"",
  ""animal husbandry"",
  ""Agriculture News"",
  ""Fasal Protection"",
  ""lockdown"",
  ""Government Schemes"",
  ""New Farming Techniques"",
  ""subsidy"",
  ""weed management"",
  ""farm machinery"",
  ""Weather Report"",
  ""Tractor"",
  ""subsidy on seed""
]"
e82822c0-4b5e-4bd2-97f3-30c9d81449bb,मध्य प्रदेश,सिवनी,"[
  ""Gram"",
  ""paddy (rice)"",
  ""Maize""
]",
e82b29ce-96de-4766-ba4a-c8ec317da551,बिहार,मुंगेर,"[
  ""Parval"",
  ""Pea"",
  ""Wheat"",
  ""Maize"",
  ""Mustard""
]","[
  ""Organic Farming"",
  ""seeds"",
  ""Mandi Rates"",
  ""weed management"",
  ""Disease"",
  ""Organic Fertilizer"",
  ""Government Schemes"",
  ""Weather Report""
]"
e8330256-035f-4bcc-90ad-57941f8157c3,मध्य प्रदेश,छतरपुर,"[
  ""Coriander"",
  ""Maithi"",
  ""Pea"",
  ""Radish""
]","[
  ""Government Schemes"",
  ""Organic Fertilizer""
]"
e839e97b-7383-4b5c-8bb9-7a6c0b9ff31e,मध्य प्रदेश,बैतूल,"[
  ""Wheat""
]",
e83ab788-32b9-4125-bef7-41619d3ad37a,राजस्थान,Barmer,"[
  ""Arbi"",
  ""Pineapple"",
  ""Ajola"",
  ""Grapes"",
  ""Gooseberry"",
  ""फ्लैक्स सीड Linseed [Flax seed]"",
  ""Ginger"",
  ""Winter Cherry"",
  ""lemongrass"",
  ""Maize"",
  ""Opium"",
  ""Barley"",
  ""Oat"",
  ""Plantago ovata"",
  ""Guava"",
  ""water melon"",
  ""Fig"",
  ""Rijka"",
  ""sorghum"",
  ""mango"",
  ""Millet"",
  ""Barseem"",
  ""Ber"",
  ""Castor"",
  ""potato"",
  ""Anaar"",
  ""toor daal"",
  ""Wheat"",
  ""paddy (rice)"",
  ""carom""
]","[
  ""Government Schemes"",
  ""dairy farming""
]"
e83e7396-5c37-4b7e-93b7-d2bccbf3c20e,उत्तर प्रदेश,शाहजहाँपुर,"[
  ""Rose""
]",
e8453746-f675-42c4-bc41-f87e532f9186,महाराष्ट्र,नांदेड़,"[
  ""soyabean"",
  ""sorghum"",
  ""cotton"",
  ""onion"",
  ""peanut"",
  ""Wheat""
]",
e842fd5e-db62-4232-b984-f65cc76de94e,झारखण्ड,धनबाद,"[
  ""mango""
]",
379214c3-6a31-4c36-a16e-74c500cd4d79,उत्तर प्रदेश,मेरठ,"[
  ""Satavar"",
  ""black gram"",
  ""Castor"",
  ""Fig"",
  ""Alovera"",
  ""Winter Cherry"",
  ""Grapes"",
  ""carom"",
  ""toor daal"",
  ""Sunflower"",
  ""Mustard"",
  ""Gooseberry"",
  ""Millet"",
  ""Safed Musli""
]",
379df0c1-9795-471a-bf8c-f92b5185f75b,राजस्थान,सीकर,"[
  ""Ginger"",
  ""carom"",
  ""Ajola""
]",
379d4929-c04f-4015-bb97-b5d28cf86cb3,राजस्थान,श्रीगंगानगर,"[
  ""muskmelon""
]","[
  ""Government Schemes""
]"
37a379d5-5043-41f4-9a1f-073abf799239,हरियाणा,पलवल,"[
  ""Wheat"",
  ""sorghum"",
  ""toor daal"",
  ""moong"",
  ""cotton"",
  ""paddy (rice)"",
  ""Mustard"",
  ""Barseem"",
  ""Millet""
]","[
  ""Tractor"",
  ""dairy farming"",
  ""farm machinery"",
  ""animal husbandry""
]"
37a3e5ad-ccbb-4fb5-97de-1b465441d684,पंजाब,Tarn Taran,"[
  ""Saffron"",
  ""Pea"",
  ""Banana"",
  ""Mushroom"",
  ""Radish"",
  ""Garlic"",
  ""potato"",
  ""onion"",
  ""peanut"",
  ""tomato"",
  ""mango"",
  ""cauliflower""
]",
4f928380-296f-4b64-9718-e60f6ebe430a,राजस्थान,जोधपुर,"[
  ""black gram"",
  ""Moringa"",
  ""Masoor Dal""
]",
4fc3ecb8-ce69-4639-922e-ab27f517815d,उत्तर प्रदेश,मिर्ज़ापुर,"[
  ""cauliflower"",
  ""chilli"",
  ""Mustard"",
  ""Pea"",
  ""Garlic"",
  ""Radish"",
  ""Wheat""
]",
4fc967af-04e7-4c65-b51f-4b2eae0ab6a8,उत्तर प्रदेश,Pratapgarh,"[
  ""Wheat"",
  ""Gram"",
  ""Pumpkin"",
  ""black gram"",
  ""Til"",
  ""toor daal"",
  ""Papaya"",
  ""Mustard"",
  ""potato"",
  ""Barseem"",
  ""paddy (rice)"",
  ""sorghum""
]","[
  ""Fertilizer"",
  ""Today Tips"",
  ""weed management""
]"
4fcaf227-d181-4341-bcd5-999c9f6007ef,उत्तर प्रदेश,मथुरा,"[
  ""Maize"",
  ""Sweet Corn"",
  ""Millet"",
  ""Radish"",
  ""onion"",
  ""Wheat"",
  ""tomato"",
  ""potato"",
  ""Sweet Potato"",
  ""Tulsi"",
  ""carrot"",
  ""water melon""
]","[
  ""buy-sell"",
  ""animal husbandry"",
  ""Poly House"",
  ""New Farming Techniques"",
  ""Piggery"",
  ""dairy farming"",
  ""Fertilizer"",
  ""horticulture"",
  ""weed management"",
  ""Fasal Protection""
]"
4fe0fb35-2212-4645-9302-c784929884ad,उत्तर प्रदेश,Etah,"[
  ""Wheat""
]",
efec2704-0044-46ab-ad5e-860b5c252cd6,उत्तराखण्ड,देहरादून,"[
  ""Wheat""
]",
f0013cfd-9750-4bdd-a51c-71591400e16b,हिमाचल प्रदेश,सिरमौर,"[
  ""Ginger"",
  ""Garlic""
]",
f003398b-22fc-43e0-9a77-205d2dee25e6,छत्तीसगढ़,महासमुन्द,"[
  ""tomato""
]",
f00602bd-5d50-4052-bd07-9d96747c49df,राजस्थान,भीलवाड़ा,"[
  ""onion"",
  ""Plantago ovata"",
  ""Rose"",
  ""Sugarcane"",
  ""Spinach"",
  ""Gooseberry"",
  ""cauliflower"",
  ""Safed Musli"",
  ""Pea"",
  ""cotton"",
  ""Beans"",
  ""Maithi"",
  ""Garlic"",
  ""lemongrass"",
  ""Barbati"",
  ""Anaar"",
  ""black gram"",
  ""soyabean"",
  ""peanut"",
  ""Rajnigandha"",
  ""bottle gourd"",
  ""Mushroom"",
  ""फ्लैक्स सीड Linseed [Flax seed]"",
  ""water melon"",
  ""Litchi"",
  ""Merigold"",
  ""Coriander"",
  ""Rijka"",
  ""carrot"",
  ""Cucumber"",
  ""Castor"",
  ""Stevia"",
  ""Barseem"",
  ""Mustard"",
  ""Banana"",
  ""Masoor Dal"",
  ""Arbi"",
  ""beans"",
  ""Capsicum"",
  ""Fennel"",
  ""Ber"",
  ""Grapes"",
  ""Tobacco"",
  ""Gwar"",
  ""Orange"",
  ""potato"",
  ""Saffron"",
  ""chilli"",
  ""Wheat"",
  ""Karela"",
  ""Maize"",
  ""ridge gourd"",
  ""Kalonji"",
  ""paddy (rice)"",
  ""Lobia"",
  ""Ginger"",
  ""Lemon"",
  ""Mint"",
  ""Turmeric"",
  ""muskmelon"",
  ""sugar beets"",
  ""Kidney Bins"",
  ""Tulsi"",
  ""toor daal"",
  ""cabbage"",
  ""Til"",
  ""Millet"",
  ""Opium"",
  ""Guava"",
  ""moong"",
  ""brinjal"",
  ""Paan"",
  ""cumin"",
  ""Satavar"",
  ""Fig"",
  ""Oat"",
  ""tomato"",
  ""brockely"",
  ""Pineapple"",
  ""Moringa"",
  ""coffee"",
  ""Sunflower"",
  ""Parval"",
  ""jack fruit"",
  ""Gram"",
  ""Gladiolus"",
  ""Fava Bean"",
  ""Apple"",
  ""Turnip"",
  ""Pumpkin"",
  ""Barley"",
  ""Alovera"",
  ""Kivi"",
  ""Tinda"",
  ""sorghum"",
  ""Papaya"",
  ""lady finger (okra)"",
  ""Straberi"",
  ""Ajola"",
  ""Sweet Potato"",
  ""mango"",
  ""Radish""
]","[
  ""lockdown"",
  ""goat farming"",
  ""Krishify"",
  ""Agro Chemical"",
  ""Crop Storage"",
  ""Government Schemes"",
  ""Piggery"",
  ""irrigation"",
  ""fish farming"",
  ""poultry farming"",
  ""animal husbandry"",
  ""quiz"",
  ""Today Tips"",
  ""Poly House"",
  ""Mandi Rates"",
  ""Fertilizer"",
  ""Drip Irrigation"",
  ""animal protection"",
  ""discussion"",
  ""Hydroponic"",
  ""Disease"",
  ""New Farming Techniques"",
  ""Fasal Protection"",
  ""subsidy on seed"",
  ""Success Story"",
  ""dairy farming"",
  ""Organic Fertilizer"",
  ""Tractor"",
  ""Weather Report"",
  ""Agriculture News"",
  ""weed management"",
  ""buy-sell"",
  ""farm machinery"",
  ""subsidy"",
  ""horticulture"",
  ""Bee Keeping"",
  ""Organic Farming"",
  ""Animal Feed"",
  ""seeds""
]"
f0173458-b73c-4d70-bc77-933ee74fa3f8,उत्तर प्रदेश,मथुरा,"[
  ""toor daal"",
  ""sugar beets"",
  ""cabbage"",
  ""Coriander"",
  ""tomato"",
  ""cauliflower"",
  ""Cucumber"",
  ""Merigold"",
  ""carrot"",
  ""Lemon""
]",
f01606fe-930a-4ef2-8ebc-7adaf1f4ab9d,बिहार,भागलपुर,"[
  ""mango""
]","[
  ""subsidy""
]"
f01b4e93-3b2f-4d1f-b525-19684094ab5e,उत्तर प्रदेश,Hapur,"[
  ""carrot"",
  ""Pumpkin"",
  ""onion"",
  ""Sugarcane""
]","[
  ""Government Schemes"",
  ""animal husbandry"",
  ""dairy farming"",
  ""Poly House"",
  ""weed management"",
  ""Disease""
]"
f0263872-2787-4db9-a363-fd8d736ec52b,बिहार,पूर्वी चम्पारण,"[
  ""cabbage"",
  ""Coriander"",
  ""tomato"",
  ""Capsicum"",
  ""Ginger"",
  ""Karela"",
  ""Garlic"",
  ""Cucumber"",
  ""chilli"",
  ""Maize"",
  ""brinjal"",
  ""brockely"",
  ""cauliflower"",
  ""Pea"",
  ""lady finger (okra)"",
  ""Beans"",
  ""Barbati"",
  ""Radish"",
  ""Moringa"",
  ""bottle gourd"",
  ""Parval"",
  ""ridge gourd"",
  ""Papaya"",
  ""onion""
]","[
  ""Fertilizer""
]"
f02647bc-ed22-4996-a0b7-1e42d3872369,महाराष्ट्र,यवतमाल,"[
  ""cotton""
]",
f03413c3-0f7a-4963-9ccf-6912555df071,पंजाब,मानसा,"[
  ""Wheat"",
  ""paddy (rice)"",
  ""Sweet Corn"",
  ""Maize""
]",
373d83f4-cab1-47b1-8471-cb5c0a215488,उत्तर प्रदेश,Hathras,"[
  ""potato""
]",
3743c02c-6494-4dd1-8d80-d4170d4e3b3c,मध्य प्रदेश,अशोक नगर,"[
  ""Gram"",
  ""Pea"",
  ""black gram"",
  ""Barseem"",
  ""peanut"",
  ""Wheat"",
  ""Radish"",
  ""soyabean"",
  ""Lemon"",
  ""Orange"",
  ""Mustard"",
  ""moong"",
  ""Fennel"",
  ""chilli"",
  ""onion"",
  ""Maize"",
  ""Beans""
]","[
  ""Today Tips"",
  ""subsidy"",
  ""buy-sell"",
  ""Government Schemes"",
  ""seeds"",
  ""Mandi Rates"",
  ""Weather Report"",
  ""Fertilizer"",
  ""Disease"",
  ""Organic Fertilizer"",
  ""farm machinery"",
  ""weed management""
]"
37514098-362c-4348-b9d7-f693c3021826,उत्तर प्रदेश,अलीगढ़,"[
  ""Guava"",
  ""Capsicum"",
  ""Garlic"",
  ""Gwar"",
  ""Fennel"",
  ""Wheat"",
  ""Mustard"",
  ""muskmelon"",
  ""Til"",
  ""bottle gourd"",
  ""carom"",
  ""Barseem"",
  ""potato"",
  ""water melon"",
  ""Mushroom"",
  ""moong"",
  ""Coriander"",
  ""carrot"",
  ""Radish"",
  ""cotton"",
  ""paddy (rice)"",
  ""Millet"",
  ""Cucumber"",
  ""onion""
]","[
  ""Fasal Protection"",
  ""weed management"",
  ""Today Tips"",
  ""Poly House"",
  ""Fertilizer"",
  ""goat farming"",
  ""buy-sell"",
  ""Weather Report"",
  ""Organic Farming"",
  ""Agriculture News"",
  ""animal protection"",
  ""Government Schemes"",
  ""seeds"",
  ""Animal Feed"",
  ""discussion"",
  ""dairy farming"",
  ""New Farming Techniques"",
  ""horticulture"",
  ""Organic Fertilizer"",
  ""Success Story"",
  ""Crop Storage"",
  ""animal husbandry"",
  ""subsidy"",
  ""Mandi Rates""
]"
3761782a-2247-42df-9fa8-20cba50a5931,छत्तीसगढ़,रायपुर,"[
  ""cauliflower"",
  ""Wheat"",
  ""lady finger (okra)"",
  ""Satavar"",
  ""Papaya"",
  ""soyabean"",
  ""Gram"",
  ""Coriander"",
  ""onion"",
  ""paddy (rice)"",
  ""Mushroom"",
  ""tomato""
]","[
  ""poultry farming"",
  ""discussion"",
  ""weed management"",
  ""fish farming"",
  ""Fasal Protection"",
  ""subsidy on seed"",
  ""Agri-Business"",
  ""subsidy"",
  ""buy-sell"",
  ""Krishify"",
  ""Government Schemes"",
  ""Organic Fertilizer"",
  ""Fertilizer"",
  ""horticulture"",
  ""farm machinery"",
  ""Drip Irrigation"",
  ""Disease"",
  ""seeds"",
  ""Agriculture News"",
  ""Agro Chemical"",
  ""goat farming"",
  ""Crop Storage"",
  ""Today Tips"",
  ""Mandi Rates"",
  ""Weather Report"",
  ""irrigation"",
  ""Organic Farming"",
  ""Success Story"",
  ""Bee Keeping"",
  ""New Farming Techniques"",
  ""Hydroponic""
]"
37481aac-b2da-4ac0-910a-a13b30b73ba7,उत्तर प्रदेश,मेरठ,"[
  ""Gram"",
  ""Wheat"",
  ""Sugarcane""
]",
376e1fc1-4ccd-49f0-9281-efefa604b336,राजस्थान,कोटा,"[
  ""paddy (rice)""
]","[
  ""Today Tips"",
  ""Fertilizer"",
  ""Disease"",
  ""Fasal Protection""
]"
377039b5-3f3c-4d77-a76d-0c7c7ae1390b,उत्तर प्रदेश,Kheri,"[
  ""Pumpkin"",
  ""Sugarcane"",
  ""cabbage"",
  ""Mustard"",
  ""black gram"",
  ""Spinach"",
  ""Karela"",
  ""Gram"",
  ""ridge gourd"",
  ""onion"",
  ""Guava"",
  ""bottle gourd"",
  ""Wheat"",
  ""Garlic"",
  ""tomato"",
  ""Papaya"",
  ""cumin"",
  ""Maize"",
  ""paddy (rice)"",
  ""Coriander"",
  ""cauliflower""
]","[
  ""Government Schemes""
]"
37720d3b-a9fe-4487-a6db-a9e0d8e85d9d,उत्तर प्रदेश,गोरखपुर,"[
  ""Wheat""
]",
37a4dc62-bb00-41ac-87e1-e4a196eec1cf,उत्तर प्रदेश,Sitapur,"[
  ""Mustard"",
  ""Sugarcane"",
  ""Coriander"",
  ""paddy (rice)"",
  ""onion"",
  ""Wheat""
]",
37a62f66-ad93-4245-acad-e13e5b7e5d7e,पंजाब,होशियारपुर जिला,"[
  ""Pea"",
  ""carrot"",
  ""muskmelon"",
  ""brockely"",
  ""chilli"",
  ""mango"",
  ""Arbi"",
  ""sorghum"",
  ""Apple"",
  ""Garlic"",
  ""Masoor Dal"",
  ""Pumpkin"",
  ""Capsicum"",
  ""lady finger (okra)"",
  ""Barseem"",
  ""Gram"",
  ""Mint"",
  ""Grapes"",
  ""lemongrass"",
  ""Turmeric"",
  ""Orange"",
  ""water melon"",
  ""Gooseberry"",
  ""Kivi"",
  ""Coriander"",
  ""Papaya"",
  ""bottle gourd"",
  ""cauliflower"",
  ""peanut"",
  ""Wheat"",
  ""moong"",
  ""Radish"",
  ""tomato"",
  ""Lemon"",
  ""brinjal"",
  ""ridge gourd"",
  ""Tinda"",
  ""potato"",
  ""Banana"",
  ""Maize"",
  ""paddy (rice)"",
  ""Maithi"",
  ""Karela"",
  ""Spinach"",
  ""Moth"",
  ""onion"",
  ""Cucumber"",
  ""Ginger"",
  ""Millet""
]",
37ade4d6-f947-4471-b091-ce877f832174,हरियाणा,चरखी दादरी,"[
  ""cotton""
]","[
  ""Weather Report""
]"
37ba7413-e4ac-4be1-8088-a19a50b6e05b,बिहार,रोहतास,"[
  ""paddy (rice)"",
  ""lady finger (okra)"",
  ""Wheat"",
  ""cauliflower""
]",
37c284fc-e3de-43ed-9046-f0707b470705,मध्य प्रदेश,छिन्दवाड़ा,"[
  ""Maize""
]","[
  ""Mandi Rates""
]"
37c96874-e83e-4e98-9c06-92de71a10191,उत्तर प्रदेश,Rae Bareilly,"[
  ""Beans""
]","[
  ""Government Schemes""
]"
37cac12f-1d76-458e-ba16-df690c917fcc,हरियाणा,जीन्द,"[
  ""Alovera"",
  ""muskmelon"",
  ""Barseem"",
  ""onion"",
  ""bottle gourd"",
  ""Garlic"",
  ""Grapes"",
  ""peanut"",
  ""paddy (rice)"",
  ""mango"",
  ""Orange"",
  ""lady finger (okra)"",
  ""Gooseberry"",
  ""Wheat"",
  ""moong"",
  ""Cucumber"",
  ""Kivi"",
  ""Til"",
  ""Ber"",
  ""Millet"",
  ""Gram"",
  ""Sweet Potato"",
  ""Maithi"",
  ""chilli"",
  ""Sugarcane"",
  ""sorghum"",
  ""tomato"",
  ""Lemon"",
  ""Guava""
]","[
  ""subsidy""
]"
