USER_ID,USER_STATE,USER_DISTRICT,FOLLOWED_CROP_LIST,FOLLOWED_TOPIC_LIST
2896e1c1-30a6-46e8-aa3a-ed18d6a31258,हरियाणा,हिसार,"[
  ""Garlic"",
  ""cotton"",
  ""Guava""
]","[
  ""fish farming""
]"
289f5f37-d287-497a-93c6-1fa729a398f1,उत्तर प्रदेश,Pratapgarh,"[
  ""Guava"",
  ""Cucumber"",
  ""Kivi"",
  ""muskmelon"",
  ""Garlic"",
  ""Fig"",
  ""Papaya"",
  ""Moringa"",
  ""lady finger (okra)""
]","[
  ""seeds"",
  ""Organic Fertilizer"",
  ""Government Schemes"",
  ""farm machinery"",
  ""Weather Report""
]"
289fa47a-cf07-4712-aa02-7e090a84fa77,उत्तर प्रदेश,Kanpur Nagar,"[
  ""peanut""
]",
28a4e526-0002-443f-bb9f-e541ebf74d8c,बिहार,पटना,"[
  ""potato""
]",
28af59c6-9366-4feb-b41e-55f4aebc1c54,राजस्थान,Dungarpur,"[
  ""Gram"",
  ""फ्लैक्स सीड Linseed [Flax seed]""
]",
28b53169-d947-4f79-bde1-ae8bc99fd25a,गुजरात,Ahmedabad District,"[
  ""Maize"",
  ""Millet"",
  ""Barley""
]","[
  ""animal protection"",
  ""animal husbandry"",
  ""goat farming"",
  ""Government Schemes"",
  ""Animal Feed""
]"
28ba8204-015b-4391-968f-bffc92b8ba6a,मध्य प्रदेश,सीधी,"[
  ""Wheat""
]",
28be9aed-04e5-4914-b921-f55367556593,उत्तर प्रदेश,इटावा,"[
  ""potato"",
  ""Barseem"",
  ""moong"",
  ""Wheat"",
  ""Pea"",
  ""Mustard""
]","[
  ""dairy farming"",
  ""Weather Report"",
  ""Government Schemes"",
  ""animal husbandry"",
  ""New Farming Techniques"",
  ""subsidy on seed"",
  ""animal protection"",
  ""Animal Feed""
]"
28bf58c6-ec60-4313-bb41-720a03d8d5ec,उत्तर प्रदेश,Moradabad,"[
  ""Millet""
]",
28c404b6-8218-4c85-89e9-87b145168f2f,मध्य प्रदेश,Indore Tahsil,"[
  ""onion"",
  ""cauliflower"",
  ""potato"",
  ""lady finger (okra)"",
  ""Coriander"",
  ""Moringa"",
  ""peanut"",
  ""Garlic"",
  ""Pea""
]","[
  ""Success Story"",
  ""Crop Storage"",
  ""Disease"",
  ""Drip Irrigation"",
  ""weed management"",
  ""horticulture"",
  ""Fertilizer"",
  ""seeds"",
  ""Agro Chemical"",
  ""farm machinery"",
  ""Fasal Protection"",
  ""Organic Fertilizer"",
  ""Organic Farming""
]"
28c81525-fd2e-4792-b68f-cd06153a9bac,राजस्थान,Jhunjhunun,"[
  ""Litchi"",
  ""Coriander"",
  ""black gram"",
  ""Opium"",
  ""jack fruit"",
  ""Pineapple"",
  ""Millet"",
  ""Lobia"",
  ""moong"",
  ""Oat"",
  ""cauliflower"",
  ""Mushroom"",
  ""Straberi"",
  ""Rijka"",
  ""Arbi"",
  ""mango"",
  ""soyabean"",
  ""फ्लैक्स सीड Linseed [Flax seed]"",
  ""Sweet Potato"",
  ""Castor"",
  ""Apple"",
  ""Pumpkin"",
  ""water melon"",
  ""coffee"",
  ""tomato"",
  ""cabbage"",
  ""Ber"",
  ""Turnip"",
  ""Kalonji"",
  ""Maize"",
  ""Orange"",
  ""muskmelon"",
  ""Banana"",
  ""Kivi"",
  ""Anaar"",
  ""Karela"",
  ""Barley"",
  ""Gwar"",
  ""Til"",
  ""carrot"",
  ""Sugarcane"",
  ""Masoor Dal"",
  ""brockely"",
  ""Plantago ovata"",
  ""Garlic"",
  ""Moringa"",
  ""potato"",
  ""Pea"",
  ""Spinach"",
  ""Parval"",
  ""Tinda"",
  ""Saffron"",
  ""chilli"",
  ""Ginger"",
  ""lady finger (okra)"",
  ""Tobacco"",
  ""Mustard"",
  ""Mint"",
  ""Papaya"",
  ""paddy (rice)"",
  ""toor daal"",
  ""bottle gourd"",
  ""Radish"",
  ""onion"",
  ""Fennel"",
  ""cumin"",
  ""Wheat"",
  ""Turmeric"",
  ""Beans"",
  ""Grapes"",
  ""Capsicum"",
  ""brinjal"",
  ""Gooseberry"",
  ""peanut"",
  ""sugar beets"",
  ""cotton"",
  ""Gram"",
  ""Lemon"",
  ""Fig"",
  ""Guava"",
  ""Kidney Bins"",
  ""Maithi"",
  ""Cucumber""
]","[
  ""Agriculture News"",
  ""Government Schemes"",
  ""subsidy"",
  ""horticulture"",
  ""irrigation"",
  ""Krishify"",
  ""poultry farming"",
  ""New Farming Techniques"",
  ""animal protection"",
  ""Fertilizer"",
  ""Animal Feed"",
  ""Bee Keeping"",
  ""weed management"",
  ""Weather Report"",
  ""Mandi Rates"",
  ""quiz"",
  ""Today Tips"",
  ""goat farming"",
  ""Organic Fertilizer"",
  ""animal husbandry"",
  ""Fasal Protection"",
  ""Organic Farming"",
  ""dairy farming""
]"
28ced1d4-b094-42f8-ad09-bf1026754249,गुजरात,Jamnagar District,"[
  ""Kivi"",
  ""Apple"",
  ""muskmelon"",
  ""Tulsi"",
  ""Fennel"",
  ""Anaar"",
  ""Rijka"",
  ""Mint"",
  ""Oat"",
  ""lemongrass"",
  ""Litchi"",
  ""tomato"",
  ""Castor"",
  ""Coriander"",
  ""Guava"",
  ""bottle gourd"",
  ""Straberi"",
  ""Papaya"",
  ""Ber"",
  ""Sweet Potato"",
  ""Wheat"",
  ""Ajola"",
  ""Gwar"",
  ""Cucumber"",
  ""Barseem"",
  ""Turmeric"",
  ""Barley"",
  ""peanut"",
  ""Moth"",
  ""onion"",
  ""Opium"",
  ""Orange"",
  ""फ्लैक्स सीड Linseed [Flax seed]"",
  ""Maithi"",
  ""Millet"",
  ""ridge gourd"",
  ""Grapes"",
  ""Banana"",
  ""Pineapple"",
  ""Lemon"",
  ""Safed Musli"",
  ""Stevia"",
  ""cotton"",
  ""paddy (rice)"",
  ""Satavar"",
  ""Mustard"",
  ""sorghum"",
  ""carrot"",
  ""brockely"",
  ""Teak"",
  ""Turnip"",
  ""lady finger (okra)"",
  ""Garlic"",
  ""chilli"",
  ""Jimikand"",
  ""water melon"",
  ""Fig"",
  ""Til"",
  ""cumin"",
  ""sugar beets"",
  ""Gram"",
  ""Saffron"",
  ""Mustard"",
  ""Pea"",
  ""Karela"",
  ""mango"",
  ""moong""
]","[
  ""Agro Chemical"",
  ""Agriculture News"",
  ""buy-sell"",
  ""irrigation"",
  ""Today Tips"",
  ""Fertilizer"",
  ""Success Story"",
  ""Organic Fertilizer"",
  ""Organic Farming"",
  ""weed management"",
  ""Weather Report"",
  ""animal husbandry"",
  ""subsidy on seed"",
  ""dairy farming"",
  ""seeds"",
  ""Animal Feed"",
  ""subsidy"",
  ""Drip Irrigation"",
  ""animal protection"",
  ""Government Schemes""
]"
28d0d351-dc06-4331-b4aa-ebf268d70584,राजस्थान,Churu,"[
  ""moong"",
  ""Tinda"",
  ""Gram"",
  ""Gwar"",
  ""Tobacco""
]",
28d6bb2b-92cf-46c1-a9f4-3928935bdc5b,हरियाणा,सिरसा,"[
  ""Mustard""
]",
28d8e55a-b517-4f09-ae78-b704f244aace,उत्तर प्रदेश,इटावा,"[
  ""Cucumber"",
  ""paddy (rice)""
]",
28d8e64c-d1e5-4e69-a684-e06fb9dd94b6,राजस्थान,Tonk,"[
  ""Pineapple""
]",
18c07388-b218-45dc-9cb0-36b4b53c2207,हरियाणा,जीन्द,"[
  ""Mustard"",
  ""carom"",
  ""potato"",
  ""Apple"",
  ""Maithi"",
  ""Mustard"",
  ""Maize"",
  ""Orange"",
  ""Ginger"",
  ""Oat"",
  ""muskmelon"",
  ""ridge gourd"",
  ""Moth"",
  ""mango"",
  ""carrot"",
  ""Sweet Potato"",
  ""Gram"",
  ""Coriander"",
  ""Anaar"",
  ""bottle gourd"",
  ""paddy (rice)"",
  ""cotton"",
  ""Fig"",
  ""moong"",
  ""Straberi"",
  ""Wheat"",
  ""Millet"",
  ""Litchi"",
  ""Til"",
  ""onion"",
  ""Tinda"",
  ""Paan"",
  ""cabbage"",
  ""cauliflower"",
  ""Kivi"",
  ""Ber"",
  ""Pumpkin"",
  ""brinjal"",
  ""Barley"",
  ""Turnip"",
  ""Barseem"",
  ""Karela"",
  ""sorghum"",
  ""cumin"",
  ""Kalonji"",
  ""Grapes"",
  ""Pea"",
  ""Garlic"",
  ""Papaya"",
  ""Radish"",
  ""Arbi"",
  ""Lobia"",
  ""Moringa"",
  ""peanut"",
  ""Capsicum"",
  ""Plantago ovata"",
  ""Gwar"",
  ""Armenian cucumber"",
  ""Turmeric"",
  ""Tulsi"",
  ""Guava"",
  ""black gram"",
  ""Banana"",
  ""Spinach"",
  ""Sugarcane"",
  ""chilli"",
  ""toor daal"",
  ""Kidney Bins"",
  ""Lemon"",
  ""lady finger (okra)"",
  ""Fennel"",
  ""Cucumber"",
  ""Gooseberry"",
  ""Masoor Dal"",
  ""water melon"",
  ""tomato"",
  ""Pineapple""
]","[
  ""quiz"",
  ""Tractor"",
  ""discussion"",
  ""lockdown"",
  ""farm machinery"",
  ""Fertilizer"",
  ""Today Tips"",
  ""horticulture"",
  ""New Farming Techniques"",
  ""Animal Feed"",
  ""animal husbandry"",
  ""Success Story"",
  ""Crop Storage"",
  ""Drip Irrigation"",
  ""Poly House"",
  ""subsidy"",
  ""buy-sell"",
  ""Agriculture News"",
  ""Agro Chemical"",
  ""subsidy on seed"",
  ""Disease"",
  ""Mandi Rates"",
  ""seeds"",
  ""Fasal Protection"",
  ""Weather Report"",
  ""Organic Fertilizer"",
  ""Government Schemes"",
  ""irrigation"",
  ""Krishify"",
  ""Organic Farming"",
  ""weed management"",
  ""dairy farming""
]"
18c2cc23-32f1-4430-9b7f-674c4300034b,मध्य प्रदेश,राजगढ़,"[
  ""Anaar"",
  ""Gram"",
  ""soyabean"",
  ""Maize"",
  ""Wheat"",
  ""brinjal""
]","[
  ""Weather Report""
]"
18c64058-0b0b-4559-b263-235671a0cacb,छत्तीसगढ़,Balod,"[
  ""Cucumber"",
  ""Barbati"",
  ""Maithi"",
  ""Capsicum"",
  ""paddy (rice)"",
  ""Wheat"",
  ""ridge gourd"",
  ""lady finger (okra)"",
  ""Pumpkin"",
  ""tomato"",
  ""Beans"",
  ""onion"",
  ""tomato"",
  ""cauliflower"",
  ""Coriander"",
  ""Gwar"",
  ""cabbage"",
  ""brinjal"",
  ""Karela"",
  ""Armenian cucumber"",
  ""Spinach"",
  ""beans"",
  ""chilli"",
  ""water melon"",
  ""bottle gourd"",
  ""Radish""
]","[
  ""Fasal Protection"",
  ""subsidy on seed"",
  ""Weather Report"",
  ""Fertilizer"",
  ""Government Schemes"",
  ""Agriculture News"",
  ""Agri-Business"",
  ""farm machinery"",
  ""Mandi Rates"",
  ""Organic Fertilizer"",
  ""New Farming Techniques"",
  ""Success Story"",
  ""Drip Irrigation"",
  ""irrigation"",
  ""seeds"",
  ""weed management"",
  ""Krishify"",
  ""Organic Farming"",
  ""Disease"",
  ""Agro Chemical"",
  ""Hydroponic"",
  ""Today Tips""
]"
18c8a884-8c2c-4fbc-81d6-f9cf4cad9246,राजस्थान,कोटा,"[
  ""Anaar""
]",
18cc9ce6-6f6d-4864-9410-2d14900832bf,मध्य प्रदेश,सिवनी,"[
  ""potato"",
  ""Maize"",
  ""paddy (rice)""
]",
18d18f23-646e-4885-8560-29d7adcb78a9,हिमाचल प्रदेश,सोलन,"[
  ""Til"",
  ""Barley"",
  ""Fennel"",
  ""Papaya"",
  ""cauliflower"",
  ""Saffron"",
  ""Mushroom"",
  ""Rose"",
  ""onion"",
  ""Wheat"",
  ""lady finger (okra)"",
  ""cumin"",
  ""Orange"",
  ""tomato"",
  ""Maize"",
  ""Pea"",
  ""Gram"",
  ""soyabean"",
  ""Cucumber"",
  ""Merigold"",
  ""Ginger"",
  ""brinjal"",
  ""cabbage""
]",
18d8850d-c1a3-43d0-99d6-22d4e597dee8,हरियाणा,चरखी दादरी,"[
  ""cotton"",
  ""Wheat"",
  ""Mustard""
]",
18dd4ac4-b8a0-42b5-a47e-ca8645e0dd73,हरियाणा,जीन्द,"[
  ""cotton""
]",
18e0f2b8-ea64-4f62-8edd-5310ba03c001,मध्य प्रदेश,विदिशा,"[
  ""Wheat"",
  ""Coriander"",
  ""Gram"",
  ""moong"",
  ""soyabean"",
  ""black gram"",
  ""Masoor Dal""
]",
18e660c2-468c-430e-88e2-9e38a39b4aeb,राजस्थान,जयपुर,"[
  ""Gram""
]",
18e9b5c7-3fe8-427b-8502-b122455339a5,हरियाणा,पानीपत,"[
  ""Sunflower"",
  ""Litchi"",
  ""Merigold"",
  ""brockely"",
  ""Guava"",
  ""water melon"",
  ""Kivi"",
  ""Straberi"",
  ""Rajnigandha"",
  ""Pumpkin"",
  ""Jimikand"",
  ""Ginger"",
  ""Grapes"",
  ""Kidney Bins"",
  ""Capsicum"",
  ""Banana"",
  ""Kivi"",
  ""beans"",
  ""Papaya"",
  ""Moringa"",
  ""Gladiolus"",
  ""Ber"",
  ""Turmeric"",
  ""Fig"",
  ""Spinach"",
  ""Sugarcane"",
  ""Beans"",
  ""Lemon"",
  ""sorghum"",
  ""jack fruit"",
  ""Parval"",
  ""potato"",
  ""Arbi"",
  ""Rose""
]","[
  ""buy-sell"",
  ""dairy farming"",
  ""Weather Report"",
  ""horticulture"",
  ""New Farming Techniques"",
  ""seeds"",
  ""irrigation"",
  ""Bee Keeping"",
  ""Mandi Rates"",
  ""subsidy on seed"",
  ""Disease"",
  ""animal husbandry"",
  ""Government Schemes"",
  ""Poly House"",
  ""Animal Feed"",
  ""Success Story"",
  ""Hydroponic""
]"
18f51a82-9f54-44b5-9f75-47966ec349e8,राजस्थान,जोधपुर,"[
  ""Plantago ovata"",
  ""Gwar"",
  ""Castor""
]","[
  ""Mandi Rates"",
  ""Weather Report"",
  ""Disease"",
  ""Government Schemes"",
  ""irrigation""
]"
18fb1572-ca9a-4cb9-8fca-67392f2bee6b,झारखण्ड,पश्चिमी सिंहभूम,"[
  ""cauliflower"",
  ""Barbati"",
  ""water melon"",
  ""Rijka"",
  ""sugar beets"",
  ""Capsicum"",
  ""Maithi"",
  ""Gladiolus"",
  ""Masoor Dal"",
  ""Maize"",
  ""Mustard"",
  ""paddy (rice)"",
  ""Tulsi"",
  ""Turnip"",
  ""Garlic"",
  ""onion"",
  ""Turmeric"",
  ""Spinach"",
  ""Guava"",
  ""Fennel"",
  ""Arbi"",
  ""Cucumber"",
  ""Radish"",
  ""bottle gourd"",
  ""Merigold"",
  ""Lemon"",
  ""Papaya"",
  ""cotton"",
  ""Safed Musli"",
  ""brinjal"",
  ""Gooseberry"",
  ""jack fruit"",
  ""Litchi"",
  ""Winter Cherry"",
  ""Ginger"",
  ""muskmelon"",
  ""beans"",
  ""Pea"",
  ""Karela"",
  ""Anaar"",
  ""Fig"",
  ""Grapes"",
  ""Kivi"",
  ""Mint"",
  ""sorghum"",
  ""Sugarcane"",
  ""Castor"",
  ""Apple"",
  ""Barley"",
  ""ridge gourd"",
  ""coffee"",
  ""Parval"",
  ""Kidney Bins"",
  ""soyabean"",
  ""Fava Bean"",
  ""black gram"",
  ""Wheat"",
  ""Paan"",
  ""Lobia"",
  ""lemongrass"",
  ""mango"",
  ""Mustard"",
  ""Beans"",
  ""carrot"",
  ""Ajola"",
  ""Gwar"",
  ""Sweet Corn"",
  ""Orange"",
  ""Mushroom"",
  ""Stevia"",
  ""cumin"",
  ""Moringa"",
  ""Coriander"",
  ""Opium"",
  ""Rose"",
  ""Alovera"",
  ""Til"",
  ""Ber"",
  ""Gram"",
  ""Satavar"",
  ""Armenian cucumber"",
  ""peanut"",
  ""brockely"",
  ""lady finger (okra)"",
  ""Plantago ovata"",
  ""Teak"",
  ""Tobacco"",
  ""Sunflower"",
  ""फ्लैक्स सीड Linseed [Flax seed]"",
  ""Barseem"",
  ""Oat"",
  ""chilli"",
  ""Jimikand"",
  ""Saffron"",
  ""carom"",
  ""Sweet Potato"",
  ""Rajnigandha"",
  ""Tinda"",
  ""Moth"",
  ""moong"",
  ""cabbage"",
  ""Pineapple"",
  ""potato"",
  ""Straberi"",
  ""Kalonji"",
  ""tomato"",
  ""Popular"",
  ""Pumpkin"",
  ""Millet"",
  ""Banana"",
  ""toor daal""
]","[
  ""Agri-Business"",
  ""poultry farming""
]"
577fe820-cd55-4e0c-9379-f316f5c4b6fd,राजस्थान,भरतपुर,"[
  ""Wheat"",
  ""Mustard""
]","[
  ""buy-sell""
]"
578837e0-6761-489f-b76c-18ac01949537,उत्तर प्रदेश,Kheri,"[
  ""Sugarcane"",
  ""mango"",
  ""soyabean"",
  ""lady finger (okra)"",
  ""carrot"",
  ""Maithi"",
  ""Fava Bean"",
  ""Moringa"",
  ""Gladiolus"",
  ""Pea"",
  ""beans"",
  ""Rose"",
  ""Pumpkin"",
  ""Lemon"",
  ""Pineapple"",
  ""Rijka"",
  ""Parval"",
  ""cotton"",
  ""Beans"",
  ""Kalonji"",
  ""Maize"",
  ""Gram"",
  ""Castor"",
  ""muskmelon"",
  ""Banana"",
  ""Safed Musli"",
  ""jack fruit"",
  ""cabbage"",
  ""potato"",
  ""sorghum"",
  ""Millet"",
  ""tomato"",
  ""toor daal"",
  ""Mushroom"",
  ""Barbati"",
  ""Satavar"",
  ""Guava"",
  ""brinjal"",
  ""carom"",
  ""Turnip"",
  ""Teak"",
  ""Mint"",
  ""Wheat"",
  ""cauliflower"",
  ""coffee"",
  ""Apple"",
  ""Stevia"",
  ""bottle gourd"",
  ""Papaya"",
  ""Gooseberry"",
  ""Masoor Dal"",
  ""Straberi"",
  ""paddy (rice)"",
  ""Tulsi"",
  ""Arbi"",
  ""Barseem"",
  ""Radish"",
  ""water melon"",
  ""Cucumber"",
  ""Opium"",
  ""Gwar"",
  ""Spinach"",
  ""Paan"",
  ""Fig"",
  ""Jimikand"",
  ""Merigold"",
  ""moong"",
  ""Lobia"",
  ""black gram"",
  ""ridge gourd"",
  ""brockely"",
  ""फ्लैक्स सीड Linseed [Flax seed]"",
  ""Ber"",
  ""Ginger"",
  ""cumin"",
  ""Mustard"",
  ""Saffron"",
  ""Karela"",
  ""Orange"",
  ""Oat"",
  ""Turmeric"",
  ""Fennel"",
  ""chilli"",
  ""peanut"",
  ""Coriander"",
  ""Kivi"",
  ""Capsicum"",
  ""sugar beets"",
  ""Alovera"",
  ""Kidney Bins"",
  ""Grapes"",
  ""Tinda"",
  ""Sweet Potato"",
  ""Tobacco"",
  ""Litchi"",
  ""Plantago ovata"",
  ""lemongrass"",
  ""Anaar"",
  ""onion"",
  ""Til"",
  ""Ajola"",
  ""Barley"",
  ""Garlic""
]",
5773c37e-10b6-40a8-8bb1-27f48f08eea0,दिल्ली,Sachivalaya Road,"[
  ""Guava"",
  ""Pea"",
  ""Ginger"",
  ""Pineapple"",
  ""lady finger (okra)"",
  ""Cucumber"",
  ""tomato"",
  ""Ajola"",
  ""bottle gourd"",
  ""chilli"",
  ""cauliflower"",
  ""Arbi"",
  ""Parval"",
  ""Capsicum"",
  ""potato"",
  ""jack fruit"",
  ""Lobia""
]",
57804a80-5468-4a8c-8051-449fef539127,राजस्थान,Churu,"[
  ""Lemon"",
  ""peanut"",
  ""Moth"",
  ""Gram"",
  ""moong"",
  ""sorghum"",
  ""Gwar""
]","[
  ""Fasal Protection"",
  ""buy-sell"",
  ""seeds"",
  ""Weather Report"",
  ""Krishify"",
  ""Government Schemes""
]"
57958040-47c4-4ed3-b5d9-12da59d44320,राजस्थान,Jhalawar,"[
  ""Til"",
  ""Garlic"",
  ""soyabean"",
  ""black gram"",
  ""onion"",
  ""chilli"",
  ""Pumpkin"",
  ""tomato"",
  ""Pumpkin""
]","[
  ""seeds"",
  ""Crop Storage""
]"
579db38f-de30-410f-8f1b-86bd4b745c3f,राजस्थान,अलवर,"[
  ""Tobacco"",
  ""tomato"",
  ""Litchi"",
  ""Ajola"",
  ""फ्लैक्स सीड Linseed [Flax seed]"",
  ""Mustard"",
  ""soyabean"",
  ""ridge gourd"",
  ""jack fruit"",
  ""Coriander"",
  ""Opium"",
  ""Papaya"",
  ""chilli"",
  ""Moringa"",
  ""sugar beets"",
  ""Pea"",
  ""Barbati"",
  ""Til"",
  ""bottle gourd"",
  ""Barseem"",
  ""lady finger (okra)"",
  ""Fig"",
  ""Gram"",
  ""Plantago ovata"",
  ""Ber"",
  ""Barley"",
  ""Safed Musli"",
  ""Orange"",
  ""Straberi"",
  ""Fennel"",
  ""Kivi"",
  ""Rajnigandha"",
  ""Sugarcane"",
  ""Gwar"",
  ""muskmelon"",
  ""Fava Bean"",
  ""Banana"",
  ""Moth"",
  ""Tinda"",
  ""Paan"",
  ""Ginger"",
  ""potato"",
  ""water melon"",
  ""Millet"",
  ""Armenian cucumber"",
  ""Maize"",
  ""Saffron"",
  ""Maithi"",
  ""Kalonji"",
  ""cabbage"",
  ""Mushroom"",
  ""Lemon"",
  ""Kidney Bins"",
  ""Garlic"",
  ""Tulsi"",
  ""cauliflower"",
  ""Mustard"",
  ""Guava"",
  ""moong"",
  ""cumin"",
  ""Apple"",
  ""Popular"",
  ""Anaar"",
  ""Pumpkin"",
  ""Rijka"",
  ""Jimikand"",
  ""Turmeric"",
  ""beans"",
  ""coffee"",
  ""Beans"",
  ""brockely"",
  ""paddy (rice)"",
  ""Radish"",
  ""Grapes"",
  ""Pineapple"",
  ""sorghum"",
  ""Spinach"",
  ""mango"",
  ""Masoor Dal"",
  ""Mint"",
  ""Rose"",
  ""Sunflower"",
  ""brinjal"",
  ""toor daal"",
  ""Wheat"",
  ""peanut"",
  ""Teak"",
  ""Cucumber"",
  ""Lobia"",
  ""Merigold"",
  ""Castor"",
  ""Satavar"",
  ""Oat"",
  ""carom"",
  ""cotton"",
  ""Parval"",
  ""Turnip"",
  ""lemongrass"",
  ""Gooseberry"",
  ""Stevia"",
  ""onion"",
  ""Alovera"",
  ""Capsicum"",
  ""Arbi"",
  ""Karela"",
  ""black gram"",
  ""Gladiolus"",
  ""Sweet Potato"",
  ""carrot""
]","[
  ""Agriculture News"",
  ""Government Schemes""
]"
57a32189-f2a8-43cc-b88c-a8862f8da995,उत्तर प्रदेश,जौनपुर,"[
  ""carom""
]",
57a614c3-2321-438b-833e-5376b88db775,राजस्थान,Jhalawar,"[
  ""Barseem"",
  ""Pea"",
  ""Maithi"",
  ""Radish"",
  ""Spinach"",
  ""Garlic"",
  ""cabbage"",
  ""Wheat"",
  ""cauliflower""
]",
57aca175-bc9f-424a-b2d7-bb42f630c565,राजस्थान,Sirohi,"[
  ""Mustard""
]",
57ade2f1-647f-40b2-b6d9-97137c43115b,बिहार,खगड़िया,"[
  ""Wheat"",
  ""Gwar"",
  ""sugar beets"",
  ""Kalonji"",
  ""lemongrass"",
  ""brinjal"",
  ""peanut"",
  ""Karela"",
  ""Pea"",
  ""Ginger"",
  ""Cucumber"",
  ""chilli"",
  ""Pumpkin"",
  ""cumin"",
  ""Mushroom"",
  ""ridge gourd"",
  ""Plantago ovata"",
  ""carrot""
]",
57bbe3f5-cf51-4b04-9d67-6d9615e894bb,राजस्थान,Jaisalmer,"[
  ""Oat"",
  ""Saffron"",
  ""Barley"",
  ""Anaar"",
  ""Masoor Dal"",
  ""peanut"",
  ""Tulsi"",
  ""Tobacco"",
  ""Barbati"",
  ""Fig"",
  ""Tinda"",
  ""brinjal"",
  ""mango"",
  ""Gram"",
  ""carrot"",
  ""Mint"",
  ""Til"",
  ""Mustard"",
  ""lady finger (okra)"",
  ""sorghum"",
  ""Opium"",
  ""Karela"",
  ""Pea"",
  ""moong"",
  ""lemongrass"",
  ""water melon"",
  ""Gooseberry"",
  ""Papaya"",
  ""sugar beets"",
  ""Kivi"",
  ""Grapes"",
  ""coffee"",
  ""Kalonji"",
  ""Cucumber"",
  ""ridge gourd"",
  ""Spinach"",
  ""Lemon"",
  ""cabbage"",
  ""onion"",
  ""soyabean"",
  ""Parval"",
  ""muskmelon"",
  ""Maithi"",
  ""chilli"",
  ""Rose"",
  ""potato"",
  ""Castor"",
  ""Turmeric"",
  ""Banana"",
  ""Gwar"",
  ""Maize"",
  ""cumin"",
  ""Coriander"",
  ""Wheat"",
  ""Fava Bean"",
  ""cauliflower"",
  ""Sugarcane"",
  ""tomato"",
  ""paddy (rice)"",
  ""Merigold"",
  ""Radish""
]",
76f806f5-af73-4dab-906e-22d9ca2c3c15,उत्तर प्रदेश,Kasganj,"[
  ""Barseem"",
  ""Oat"",
  ""lemongrass"",
  ""Maize"",
  ""paddy (rice)"",
  ""Ajola"",
  ""Millet"",
  ""Rijka"",
  ""Barley"",
  ""sorghum"",
  ""Sweet Corn"",
  ""Wheat""
]",
76f9ec84-a7b1-4787-b781-476b4eeb17f0,उत्तर प्रदेश,जौनपुर,"[
  ""Rose"",
  ""Wheat""
]",
770e6617-61b2-4f01-b731-06275e48d398,मध्य प्रदेश,भिण्ड,"[
  ""sugar beets"",
  ""cabbage"",
  ""Oat"",
  ""cumin"",
  ""tomato"",
  ""cauliflower"",
  ""brinjal"",
  ""Beans"",
  ""carrot"",
  ""muskmelon"",
  ""Rijka"",
  ""Mustard"",
  ""ridge gourd"",
  ""water melon"",
  ""Guava"",
  ""Satavar"",
  ""Cucumber"",
  ""Grapes"",
  ""mango"",
  ""Orange"",
  ""Banana"",
  ""lady finger (okra)"",
  ""bottle gourd"",
  ""Spinach"",
  ""Anaar"",
  ""moong"",
  ""फ्लैक्स सीड Linseed [Flax seed]"",
  ""toor daal"",
  ""Opium"",
  ""Masoor Dal"",
  ""Teak"",
  ""potato"",
  ""Fennel"",
  ""chilli"",
  ""onion"",
  ""Maithi"",
  ""Papaya"",
  ""Armenian cucumber"",
  ""Karela"",
  ""Pumpkin"",
  ""Coriander"",
  ""Barley"",
  ""Lemon"",
  ""paddy (rice)"",
  ""Millet"",
  ""Wheat"",
  ""Barseem"",
  ""Popular"",
  ""sorghum"",
  ""Garlic"",
  ""Mustard"",
  ""Turmeric"",
  ""black gram"",
  ""Gram"",
  ""Plantago ovata"",
  ""Winter Cherry"",
  ""Safed Musli"",
  ""Wheat""
]",
7710ed51-8477-42c9-9e45-99ccf05dc88c,असम,Macharhat,"[
  ""फ्लैक्स सीड Linseed [Flax seed]"",
  ""Gwar"",
  ""Cucumber"",
  ""cabbage"",
  ""Millet"",
  ""cumin"",
  ""Winter Cherry"",
  ""ridge gourd"",
  ""toor daal""
]","[
  ""Today Tips""
]"
771f981f-c1cf-4651-96c0-3756742f6214,राजस्थान,Jaisalmer,"[
  ""Barseem""
]","[
  ""Weather Report"",
  ""animal protection"",
  ""dairy farming"",
  ""subsidy"",
  ""animal husbandry"",
  ""irrigation"",
  ""Fertilizer"",
  ""Government Schemes"",
  ""New Farming Techniques"",
  ""Agriculture News"",
  ""goat farming"",
  ""Agro Chemical"",
  ""Krishify"",
  ""Mandi Rates"",
  ""buy-sell"",
  ""quiz"",
  ""Organic Fertilizer"",
  ""Organic Farming"",
  ""Animal Feed""
]"
77200e7a-0d26-4a29-b93e-be1fa90d9216,छत्तीसगढ़,दुर्ग,"[
  ""tomato""
]",
772250c7-5088-441d-b9b6-d1879b4142e2,मध्य प्रदेश,देवास,"[
  ""onion"",
  ""Wheat"",
  ""soyabean"",
  ""Safed Musli"",
  ""Maize""
]","[
  ""buy-sell"",
  ""farm machinery""
]"
4700c4a4-3369-4f84-8980-9bd4d0a9b64b,मध्य प्रदेश,इन्दौर,"[
  ""moong""
]",
47088898-ac71-463e-9187-71a730dff4f8,उत्तर प्रदेश,आगरा,"[
  ""potato"",
  ""Ginger""
]",
